,int_time,sensor_id,int_sensor
313,20190222,0,53
314,20190222,0,55
315,20190222,0,55
316,20190222,0,55
317,20190222,0,53
318,20190223,0,56
319,20190223,0,54
320,20190223,0,51
321,20190223,0,51
322,20190223,0,55
323,20190223,0,56
324,20190224,0,55
325,20190224,0,59
326,20190224,0,53
327,20190224,0,58
328,20190224,0,53
329,20190224,0,59
330,20190225,0,51
331,20190225,0,54
332,20190225,0,53
333,20190225,0,51
334,20190225,0,51
335,20190225,0,52
336,20190226,0,54
337,20190226,0,49
338,20190226,0,56
339,20190226,0,52
340,20190226,0,56
341,20190226,0,54
342,20190227,0,52
343,20190227,0,52
344,20190227,0,54
345,20190227,0,50
346,20190227,0,54
347,20190227,0,52
348,20190228,0,54
349,20190228,0,54
350,20190228,0,54
351,20190228,0,52
352,20190228,0,51
353,20190228,0,52
354,20190301,0,50
355,20190301,0,53
356,20190301,0,56
357,20190301,0,56
358,20190301,0,52
359,20190301,0,54
360,20190302,0,56
361,20190302,0,54
362,20190302,0,54
363,20190302,0,52
364,20190302,0,52
365,20190302,0,57
366,20190303,0,55
367,20190303,0,56
368,20190303,0,55
369,20190303,0,52
370,20190303,0,53
371,20190303,0,53
372,20190304,0,54
373,20190304,0,55
374,20190304,0,54
375,20190304,0,53
376,20190304,0,54
377,20190304,0,54
378,20190305,0,53
379,20190305,0,56
380,20190305,0,52
381,20190305,0,53
382,20190305,0,52
383,20190305,0,55
384,20190306,0,57
385,20190306,0,55
386,20190306,0,53
387,20190306,0,53
388,20190306,0,51
389,20190306,0,56
390,20190307,0,51
391,20190307,0,54
392,20190307,0,52
393,20190307,0,54
394,20190307,0,52
395,20190307,0,56
396,20190308,0,51
397,20190308,0,52
398,20190308,0,53
399,20190308,0,56
400,20190308,0,52
401,20190308,0,56
402,20190309,0,52
403,20190309,0,54
404,20190309,0,54
405,20190309,0,53
406,20190309,0,57
407,20190309,0,55
408,20190310,0,52
409,20190310,0,54
410,20190310,0,56
411,20190310,0,56
412,20190310,0,54
413,20190310,0,54
414,20190311,0,57
415,20190311,0,56
416,20190311,0,53
417,20190311,0,55
418,20190311,0,52
419,20190311,0,51
420,20190312,0,57
421,20190312,0,60
422,20190312,0,55
423,20190312,0,52
424,20190312,0,54
425,20190312,0,58
426,20190313,0,52
427,20190313,0,55
428,20190313,0,55
429,20190313,0,55
430,20190313,0,53
431,20190313,0,49
432,20190314,0,51
433,20190314,0,56
434,20190314,0,56
435,20190314,0,55
436,20190314,0,51
437,20190314,0,55
438,20190315,0,53
439,20190315,0,51
440,20190315,0,56
441,20190315,0,55
442,20190315,0,52
443,20190315,0,54
444,20190316,0,56
445,20190316,0,56
446,20190316,0,55
447,20190316,0,54
448,20190316,0,53
449,20190316,0,52
450,20190317,0,55
451,20190317,0,54
452,20190317,0,55
453,20190317,0,54
454,20190317,0,51
455,20190317,0,59
456,20190318,0,53
457,20190318,0,54
458,20190318,0,51
459,20190318,0,54
460,20190318,0,55
461,20190318,0,55
462,20190319,0,52
463,20190319,0,54
464,20190319,0,55
465,20190319,0,56
466,20190319,0,53
467,20190319,0,56
468,20190320,0,57
469,20190320,0,57
470,20190320,0,55
471,20190320,0,52
472,20190320,0,56
473,20190320,0,53
474,20190321,0,52
475,20190321,0,56
476,20190321,0,53
477,20190321,0,59
478,20190321,0,57
479,20190321,0,56
480,20190322,0,55
481,20190322,0,56
482,20190322,0,57
483,20190322,0,57
484,20190322,0,55
485,20190322,0,52
486,20190323,0,53
487,20190323,0,55
488,20190323,0,53
489,20190323,0,60
490,20190323,0,57
491,20190323,0,53
492,20190324,0,54
493,20190324,0,58
494,20190324,0,54
495,20190324,0,57
496,20190324,0,59
497,20190324,0,54
498,20190325,0,53
499,20190325,0,56
500,20190325,0,55
501,20190325,0,57
502,20190325,0,58
503,20190325,0,58
504,20190326,0,53
505,20190326,0,54
506,20190326,0,54
507,20190326,0,56
508,20190326,0,54
509,20190326,0,56
510,20190327,0,55
511,20190327,0,54
512,20190327,0,53
513,20190327,0,57
514,20190327,0,56
515,20190327,0,54
516,20190328,0,54
517,20190328,0,56
518,20190328,0,54
519,20190328,0,57
520,20190328,0,49
521,20190328,0,57
522,20190329,0,54
523,20190329,0,52
524,20190329,0,53
525,20190329,0,54
526,20190329,0,52
527,20190329,0,57
528,20190330,0,57
529,20190330,0,57
530,20190330,0,58
531,20190330,0,55
532,20190330,0,55
533,20190330,0,54
534,20190331,0,58
535,20190331,0,56
536,20190331,0,59
537,20190331,0,57
538,20190331,0,53
539,20190331,0,55
540,20190401,0,55
541,20190401,0,55
542,20190401,0,55
543,20190401,0,56
544,20190401,0,53
545,20190401,0,54
546,20190402,0,56
547,20190402,0,59
548,20190402,0,54
549,20190402,0,54
550,20190402,0,55
551,20190402,0,58
552,20190403,0,53
553,20190403,0,51
554,20190403,0,57
555,20190403,0,54
556,20190403,0,53
557,20190403,0,53
558,20190404,0,56
559,20190404,0,54
560,20190404,0,55
561,20190404,0,58
562,20190404,0,52
563,20190404,0,62
564,20190405,0,56
565,20190405,0,57
566,20190405,0,55
567,20190405,0,60
568,20190405,0,55
569,20190405,0,57
570,20190406,0,57
571,20190406,0,59
572,20190406,0,57
573,20190406,0,55
574,20190406,0,54
575,20190406,0,57
576,20190407,0,54
577,20190407,0,56
578,20190407,0,54
579,20190407,0,58
580,20190407,0,53
581,20190407,0,55
582,20190408,0,53
583,20190408,0,55
584,20190408,0,53
585,20190408,0,57
586,20190408,0,52
587,20190408,0,56
588,20190409,0,56
589,20190409,0,62
590,20190409,0,58
591,20190409,0,57
592,20190409,0,57
593,20190409,0,53
594,20190410,0,56
595,20190410,0,55
596,20190410,0,55
597,20190410,0,57
598,20190410,0,53
599,20190410,0,54
600,20190411,0,56
601,20190411,0,55
602,20190411,0,58
603,20190411,0,52
604,20190411,0,56
605,20190411,0,54
606,20190412,0,54
607,20190412,0,54
608,20190412,0,57
609,20190412,0,56
610,20190412,0,56
611,20190412,0,57
612,20190413,0,55
613,20190413,0,54
614,20190413,0,54
615,20190413,0,57
616,20190413,0,55
617,20190413,0,56
618,20190414,0,60
619,20190414,0,57
620,20190414,0,54
621,20190414,0,55
622,20190414,0,56
623,20190414,0,52
624,20190415,0,60
625,20190415,0,55
626,20190415,0,56
627,20190415,0,56
628,20190415,0,56
629,20190415,0,57
630,20190416,0,56
631,20190416,0,57
632,20190416,0,55
633,20190416,0,54
634,20190416,0,51
635,20190416,0,55
636,20190417,0,61
637,20190417,0,56
638,20190417,0,56
639,20190417,0,55
640,20190417,0,56
641,20190417,0,58
642,20190418,0,57
643,20190418,0,56
644,20190418,0,61
645,20190418,0,57
646,20190418,0,57
647,20190418,0,54
648,20190419,0,54
649,20190419,0,57
650,20190419,0,60
651,20190419,0,58
652,20190419,0,62
653,20190419,0,55
654,20190420,0,58
655,20190420,0,57
656,20190420,0,58
657,20190420,0,56
658,20190420,0,58
659,20190420,0,57
660,20190421,0,54
661,20190421,0,59
662,20190421,0,59
663,20190421,0,55
664,20190421,0,57
665,20190421,0,57
666,20190422,0,58
667,20190422,0,55
668,20190422,0,61
669,20190422,0,58
670,20190422,0,56
671,20190422,0,58
672,20190423,0,56
673,20190423,0,59
674,20190423,0,59
675,20190423,0,55
676,20190423,0,57
677,20190423,0,56
678,20190424,0,59
679,20190424,0,57
680,20190424,0,56
681,20190424,0,60
682,20190424,0,57
683,20190424,0,61
684,20190425,0,58
685,20190425,0,54
686,20190425,0,57
687,20190425,0,61
688,20190425,0,55
689,20190425,0,57
690,20190426,0,59
691,20190426,0,53
692,20190426,0,54
693,20190426,0,58
694,20190426,0,55
695,20190426,0,54
696,20190427,0,57
697,20190427,0,58
698,20190427,0,58
699,20190427,0,57
700,20190427,0,56
701,20190427,0,60
702,20190428,0,56
703,20190428,0,56
704,20190428,0,59
705,20190428,0,56
706,20190428,0,57
707,20190428,0,56
708,20190429,0,53
709,20190429,0,52
710,20190429,0,58
711,20190429,0,57
712,20190429,0,58
713,20190429,0,53
714,20190430,0,61
715,20190430,0,57
716,20190430,0,58
717,20190430,0,57
718,20190430,0,57
719,20190430,0,61
720,20190501,0,57
721,20190501,0,58
722,20190501,0,56
723,20190501,0,57
724,20190501,0,57
725,20190501,0,58
726,20190502,0,55
727,20190502,0,60
728,20190502,0,59
729,20190502,0,56
730,20190502,0,59
731,20190502,0,56
732,20190503,0,57
733,20190503,0,55
734,20190503,0,55
735,20190503,0,58
736,20190503,0,55
737,20190503,0,56
738,20190504,0,58
739,20190504,0,58
740,20190504,0,55
741,20190504,0,57
742,20190504,0,57
743,20190504,0,56
744,20190505,0,57
745,20190505,0,59
746,20190505,0,60
747,20190505,0,60
748,20190505,0,60
749,20190505,0,56
750,20190506,0,56
751,20190506,0,58
752,20190506,0,56
753,20190506,0,56
754,20190506,0,55
755,20190506,0,58
756,20190507,0,54
757,20190507,0,54
758,20190507,0,56
759,20190507,0,58
760,20190507,0,55
761,20190507,0,60
762,20190508,0,57
763,20190508,0,59
764,20190508,0,60
765,20190508,0,55
766,20190508,0,61
767,20190508,0,61
768,20190509,0,56
769,20190509,0,59
770,20190509,0,58
771,20190509,0,58
772,20190509,0,55
773,20190509,0,56
774,20190510,0,58
775,20190510,0,57
776,20190510,0,61
777,20190510,0,61
778,20190510,0,60
779,20190510,0,61
780,20190511,0,59
781,20190511,0,56
782,20190511,0,56
783,20190511,0,59
784,20190511,0,57
785,20190511,0,59
786,20190512,0,56
787,20190512,0,60
788,20190512,0,56
789,20190512,0,56
790,20190512,0,58
791,20190512,0,59
792,20190513,0,57
793,20190513,0,59
794,20190513,0,58
795,20190513,0,55
796,20190513,0,58
797,20190513,0,57
798,20190514,0,57
799,20190514,0,58
800,20190514,0,57
801,20190514,0,57
802,20190514,0,57
803,20190514,0,58
804,20190515,0,58
805,20190515,0,58
806,20190515,0,57
807,20190515,0,61
808,20190515,0,55
809,20190515,0,60
810,20190516,0,57
811,20190516,0,57
812,20190516,0,58
813,20190516,0,55
814,20190516,0,61
815,20190516,0,58
816,20190517,0,58
817,20190517,0,58
818,20190517,0,56
819,20190517,0,62
820,20190517,0,55
821,20190517,0,62
822,20190518,0,62
823,20190518,0,58
824,20190518,0,57
825,20190518,0,58
826,20190518,0,61
827,20190518,0,56
828,20190519,0,56
829,20190519,0,59
830,20190519,0,59
831,20190519,0,57
832,20190519,0,58
833,20190519,0,61
834,20190520,0,57
835,20190520,0,57
836,20190520,0,56
837,20190520,0,56
838,20190520,0,60
839,20190520,0,60
840,20190521,0,59
841,20190521,0,58
842,20190521,0,59
843,20190521,0,60
844,20190521,0,60
845,20190521,0,57
846,20190522,0,54
847,20190522,0,59
848,20190522,0,63
849,20190522,0,58
850,20190522,0,62
851,20190522,0,59
852,20190523,0,60
853,20190523,0,58
854,20190523,0,59
855,20190523,0,56
856,20190523,0,62
857,20190523,0,61
858,20190524,0,57
859,20190524,0,59
860,20190524,0,60
861,20190524,0,60
862,20190524,0,57
863,20190524,0,58
864,20190525,0,56
865,20190525,0,58
866,20190525,0,59
867,20190525,0,60
868,20190525,0,62
869,20190525,0,57
870,20190526,0,56
871,20190526,0,57
872,20190526,0,60
873,20190526,0,57
874,20190526,0,57
875,20190526,0,61
876,20190527,0,60
877,20190527,0,59
878,20190527,0,56
879,20190527,0,55
880,20190527,0,58
881,20190527,0,63
882,20190528,0,56
883,20190528,0,58
884,20190528,0,64
885,20190528,0,60
886,20190528,0,62
887,20190528,0,62
888,20190529,0,62
889,20190529,0,57
890,20190529,0,56
891,20190529,0,62
892,20190529,0,61
893,20190529,0,58
894,20190530,0,59
895,20190530,0,60
896,20190530,0,56
897,20190530,0,58
898,20190530,0,57
899,20190530,0,58
900,20190531,0,58
901,20190531,0,59
902,20190531,0,59
903,20190531,0,59
904,20190531,0,57
905,20190531,0,60
906,20190601,0,59
907,20190601,0,54
908,20190601,0,61
909,20190601,0,59
910,20190601,0,57
911,20190601,0,59
912,20190602,0,56
913,20190602,0,59
914,20190602,0,53
915,20190602,0,57
916,20190602,0,55
917,20190602,0,56
918,20190603,0,57
919,20190603,0,55
920,20190603,0,63
921,20190603,0,63
922,20190603,0,62
923,20190603,0,59
924,20190604,0,60
925,20190604,0,60
926,20190604,0,58
927,20190604,0,62
928,20190604,0,54
929,20190604,0,58
930,20190605,0,60
931,20190605,0,59
932,20190605,0,62
933,20190605,0,60
934,20190605,0,67
935,20190605,0,59
936,20190606,0,59
937,20190606,0,60
938,20190606,0,63
939,20190606,0,61
940,20190606,0,58
941,20190606,0,58
942,20190607,0,60
943,20190607,0,59
944,20190607,0,60
945,20190607,0,61
946,20190607,0,60
947,20190607,0,57
948,20190608,0,59
949,20190608,0,61
950,20190608,0,61
951,20190608,0,59
952,20190608,0,58
953,20190608,0,55
954,20190609,0,59
955,20190609,0,58
956,20190609,0,59
957,20190609,0,60
958,20190609,0,57
959,20190609,0,63
960,20190610,0,63
961,20190610,0,60
962,20190610,0,60
963,20190610,0,62
964,20190610,0,60
965,20190610,0,60
966,20190611,0,57
967,20190611,0,61
968,20190611,0,61
969,20190611,0,57
970,20190611,0,59
971,20190611,0,58
972,20190612,0,62
973,20190612,0,58
974,20190612,0,60
975,20190612,0,57
976,20190612,0,59
977,20190612,0,58
978,20190613,0,60
979,20190613,0,59
980,20190613,0,63
981,20190613,0,60
982,20190613,0,56
983,20190613,0,58
984,20190614,0,56
985,20190614,0,61
986,20190614,0,57
987,20190614,0,58
988,20190614,0,61
989,20190614,0,63
990,20190615,0,59
991,20190615,0,59
992,20190615,0,59
993,20190615,0,60
994,20190615,0,59
995,20190615,0,62
996,20190616,0,64
997,20190616,0,63
998,20190616,0,61
999,20190616,0,59
1000,20190616,0,58
1001,20190616,0,58
1002,20190617,0,57
1003,20190617,0,63
1004,20190617,0,65
1005,20190617,0,58
1006,20190617,0,60
1007,20190617,0,60
1008,20190618,0,61
1009,20190618,0,61
1010,20190618,0,59
1011,20190618,0,59
1012,20190618,0,58
1013,20190618,0,59
1014,20190619,0,61
1015,20190619,0,58
1016,20190619,0,63
1017,20190619,0,58
1018,20190619,0,63
1019,20190619,0,60
1020,20190620,0,62
1021,20190620,0,61
1022,20190620,0,65
1023,20190620,0,60
1024,20190620,0,57
1025,20190620,0,58
1026,20190621,0,57
1027,20190621,0,61
1028,20190621,0,62
1029,20190621,0,63
1030,20190621,0,59
1031,20190621,0,61
1032,20190622,0,58
1033,20190622,0,61
1034,20190622,0,62
1035,20190622,0,63
1036,20190622,0,61
1037,20190622,0,57
1038,20190623,0,64
1039,20190623,0,65
1040,20190623,0,59
1041,20190623,0,58
1042,20190623,0,58
1043,20190623,0,60
1044,20190624,0,58
1045,20190624,0,60
1046,20190624,0,63
1047,20190624,0,64
1048,20190624,0,62
1049,20190624,0,57
1050,20190625,0,63
1051,20190625,0,61
1052,20190625,0,62
1053,20190625,0,62
1054,20190625,0,64
1055,20190625,0,61
1056,20190626,0,59
1057,20190626,0,60
1058,20190626,0,55
1059,20190626,0,62
1060,20190626,0,59
1061,20190626,0,61
1062,20190627,0,59
1063,20190627,0,63
1064,20190627,0,62
1065,20190627,0,58
1066,20190627,0,62
1067,20190627,0,59
1068,20190628,0,60
1069,20190628,0,59
1070,20190628,0,60
1071,20190628,0,59
1072,20190628,0,61
1073,20190628,0,61
1074,20190629,0,62
1075,20190629,0,61
1076,20190629,0,62
1077,20190629,0,60
1078,20190629,0,61
1079,20190629,0,64
1080,20190630,0,62
1081,20190630,0,62
1082,20190630,0,61
1083,20190630,0,64
1084,20190630,0,61
1085,20190630,0,61
1086,20190101,1,39
1087,20190101,1,39
1088,20190101,1,42
1089,20190101,1,42
1090,20190101,1,42
1091,20190101,1,39
1092,20190102,1,40
1093,20190102,1,38
1094,20190102,1,37
1095,20190102,1,38
1096,20190102,1,41
1097,20190102,1,39
1098,20190103,1,39
1099,20190103,1,45
1100,20190103,1,41
1101,20190103,1,40
1102,20190103,1,41
1103,20190103,1,39
1104,20190104,1,39
1105,20190104,1,42
1106,20190104,1,41
1107,20190104,1,41
1108,20190104,1,42
1109,20190104,1,40
1110,20190105,1,38
1111,20190105,1,40
1112,20190105,1,39
1113,20190105,1,39
1114,20190105,1,40
1115,20190105,1,38
1116,20190106,1,41
1117,20190106,1,40
1118,20190106,1,40
1119,20190106,1,40
1120,20190106,1,39
1121,20190106,1,41
1122,20190107,1,38
1123,20190107,1,41
1124,20190107,1,38
1125,20190107,1,44
1126,20190107,1,41
1127,20190107,1,42
1128,20190108,1,38
1129,20190108,1,39
1130,20190108,1,39
1131,20190108,1,39
1132,20190108,1,40
1133,20190108,1,38
1134,20190109,1,42
1135,20190109,1,40
1136,20190109,1,40
1137,20190109,1,40
1138,20190109,1,41
1139,20190109,1,39
1140,20190110,1,40
1141,20190110,1,42
1142,20190110,1,42
1143,20190110,1,39
1144,20190110,1,39
1145,20190110,1,40
1146,20190111,1,39
1147,20190111,1,42
1148,20190111,1,40
1149,20190111,1,41
1150,20190111,1,41
1151,20190111,1,40
1152,20190112,1,41
1153,20190112,1,41
1154,20190112,1,44
1155,20190112,1,42
1156,20190112,1,42
1157,20190112,1,38
1158,20190113,1,40
1159,20190113,1,39
1160,20190113,1,42
1161,20190113,1,44
1162,20190113,1,39
1163,20190113,1,39
1164,20190114,1,42
1165,20190114,1,42
1166,20190114,1,42
1167,20190114,1,41
1168,20190114,1,41
1169,20190114,1,41
1170,20190115,1,37
1171,20190115,1,44
1172,20190115,1,41
1173,20190115,1,42
1174,20190115,1,41
1175,20190115,1,40
1176,20190116,1,40
1177,20190116,1,41
1178,20190116,1,40
1179,20190116,1,38
1180,20190116,1,43
1181,20190116,1,36
1182,20190117,1,43
1183,20190117,1,43
1184,20190117,1,40
1185,20190117,1,40
1186,20190117,1,40
1187,20190117,1,40
1188,20190118,1,43
1189,20190118,1,44
1190,20190118,1,44
1191,20190118,1,39
1192,20190118,1,40
1193,20190118,1,39
1194,20190119,1,41
1195,20190119,1,39
1196,20190119,1,37
1197,20190119,1,40
1198,20190119,1,45
1199,20190119,1,37
1200,20190120,1,38
1201,20190120,1,38
1202,20190120,1,39
1203,20190120,1,40
1204,20190120,1,42
1205,20190120,1,44
1206,20190121,1,38
1207,20190121,1,42
1208,20190121,1,40
1209,20190121,1,41
1210,20190121,1,43
1211,20190121,1,38
1212,20190122,1,42
1213,20190122,1,42
1214,20190122,1,41
1215,20190122,1,41
1216,20190122,1,41
1217,20190122,1,37
1218,20190123,1,41
1219,20190123,1,40
1220,20190123,1,38
1221,20190123,1,38
1222,20190123,1,41
1223,20190123,1,38
1224,20190124,1,40
1225,20190124,1,43
1226,20190124,1,40
1227,20190124,1,43
1228,20190124,1,39
1229,20190124,1,39
1230,20190125,1,43
1231,20190125,1,43
1232,20190125,1,40
1233,20190125,1,40
1234,20190125,1,43
1235,20190125,1,42
1236,20190126,1,38
1237,20190126,1,44
1238,20190126,1,42
1239,20190126,1,40
1240,20190126,1,38
1241,20190126,1,44
1242,20190127,1,41
1243,20190127,1,40
1244,20190127,1,42
1245,20190127,1,45
1246,20190127,1,43
1247,20190127,1,41
1248,20190128,1,42
1249,20190128,1,41
1250,20190128,1,38
1251,20190128,1,42
1252,20190128,1,45
1253,20190128,1,39
1254,20190129,1,43
1255,20190129,1,42
1256,20190129,1,40
1257,20190129,1,42
1258,20190129,1,40
1259,20190129,1,41
1260,20190130,1,42
1261,20190130,1,43
1262,20190130,1,42
1263,20190130,1,39
1264,20190130,1,43
1265,20190130,1,42
1266,20190131,1,44
1267,20190131,1,39
1268,20190131,1,41
1269,20190131,1,39
1270,20190131,1,41
1271,20190131,1,40
1272,20190201,1,41
1273,20190201,1,43
1274,20190201,1,43
1275,20190201,1,41
1276,20190201,1,40
1277,20190201,1,43
1278,20190202,1,45
1279,20190202,1,40
1280,20190202,1,40
1281,20190202,1,42
1282,20190202,1,38
1283,20190202,1,43
1284,20190203,1,44
1285,20190203,1,44
1286,20190203,1,44
1287,20190203,1,44
1288,20190203,1,42
1289,20190203,1,41
1290,20190204,1,45
1291,20190204,1,43
1292,20190204,1,43
1293,20190204,1,41
1294,20190204,1,44
1295,20190204,1,38
1296,20190205,1,40
1297,20190205,1,40
1298,20190205,1,41
1299,20190205,1,41
1300,20190205,1,40
1301,20190205,1,43
1302,20190206,1,46
1303,20190206,1,41
1304,20190206,1,38
1305,20190206,1,42
1306,20190206,1,46
1307,20190206,1,41
1308,20190207,1,41
1309,20190207,1,42
1310,20190207,1,44
1311,20190207,1,42
1312,20190207,1,42
1313,20190207,1,40
1314,20190208,1,43
1315,20190208,1,43
1316,20190208,1,45
1317,20190208,1,40
1318,20190208,1,44
1319,20190208,1,42
1320,20190209,1,43
1321,20190209,1,43
1322,20190209,1,40
1323,20190209,1,38
1324,20190209,1,40
1325,20190209,1,39
1326,20190210,1,39
1327,20190210,1,40
1328,20190210,1,43
1329,20190210,1,38
1330,20190210,1,41
1331,20190210,1,42
1332,20190211,1,41
1333,20190211,1,46
1334,20190211,1,41
1335,20190211,1,43
1336,20190211,1,41
1337,20190211,1,42
1338,20190212,1,42
1339,20190212,1,41
1340,20190212,1,40
1341,20190212,1,37
1342,20190212,1,41
1343,20190212,1,42
1344,20190213,1,44
1345,20190213,1,38
1346,20190213,1,44
1347,20190213,1,41
1348,20190213,1,42
1349,20190213,1,43
1350,20190214,1,42
1351,20190214,1,41
1352,20190214,1,41
1353,20190214,1,44
1354,20190214,1,46
1355,20190214,1,41
1356,20190215,1,35
1357,20190215,1,40
1358,20190215,1,44
1359,20190215,1,42
